"customer_ID";"Age";"annual_income(USD)";"education_Basic";"education_2n Cycle";"education_Graduation";"education_Master";"education_PhD";"marital_Single";"marital_Married";"marital_Together";"marital_Divorced";"marital_Widow";"Kids_per_home";"Teens_per_home";"Customer_Days";"customer_years";"Education";"Marital_Status";"Age_group";"Income_bracket";"customer_months"
1022;69;26997;1;0;0;0;0;0;1;0;0;0;0;0;2760;7;"Basic";"Married";"65+";"Low Income";92
1023;65;74805;0;1;0;0;0;0;0;1;0;0;0;1;2394;6;"2n_Cycle";"Together";"55-65";"Upper Middle";79
1024;44;68397;0;0;0;0;1;0;1;0;0;0;0;1;2383;6;"PhD";"Married";"35-44";"Upper Middle";79
1025;47;26228;0;0;1;0;0;0;1;0;0;0;1;0;2439;6;"Graduation";"Married";"45-54";"Low Income";81
1026;41;27922;0;0;0;0;1;0;0;1;0;0;1;0;2209;6;"PhD";"Together";"35-44";"Low Income";73
1027;51;43641;0;0;0;1;0;0;1;0;0;0;1;1;2592;7;"Masters";"Married";"45-54";"Middle Income";86
1028;50;33986;0;0;1;0;0;0;0;0;1;0;1;0;2631;7;"Graduation";"Divorced";"45-54";"Middle Income";87
1029;49;80573;0;0;0;1;0;0;0;1;0;0;0;0;2782;7;"Masters";"Together";"45-54";"Upper Middle";92
1030;41;31605;0;0;0;0;1;0;1;0;0;0;1;0;2743;7;"PhD";"Married";"35-44";"Middle Income";91
1031;31;59060;0;1;0;0;0;0;1;0;0;0;1;0;2328;6;"2n_Cycle";"Married";"25-34";"Middle Income";77
1032;36;16529;0;0;1;0;0;0;0;1;0;0;1;0;2279;6;"Graduation";"Together";"35-44";"Low Income";75
1033;46;79632;0;0;0;0;1;0;0;1;0;0;0;0;2241;6;"PhD";"Together";"45-54";"Upper Middle";74
1034;48;57091;0;0;0;0;1;0;1;0;0;0;0;1;2742;7;"PhD";"Married";"45-54";"Middle Income";91
1035;60;47353;0;0;0;1;0;0;1;0;0;0;0;1;2387;6;"Masters";"Married";"55-65";"Middle Income";79
1036;42;68092;0;0;0;1;0;1;0;0;0;0;0;0;2354;6;"Masters";"Single";"35-44";"Upper Middle";78
1037;63;77297;0;1;0;0;0;0;0;0;1;0;0;0;2678;7;"2n_Cycle";"Divorced";"55-65";"Upper Middle";89
1038;47;52034;0;0;0;1;0;0;0;0;1;0;1;1;2567;7;"Masters";"Divorced";"45-54";"Middle Income";85
1039;47;31814;0;0;1;0;0;0;1;0;0;0;1;0;2664;7;"Graduation";"Married";"45-54";"Middle Income";88
1040;44;52190;0;0;0;0;1;0;0;1;0;0;1;1;2211;6;"PhD";"Together";"35-44";"Middle Income";73
1041;31;46107;0;0;1;0;0;1;0;0;0;0;1;0;2298;6;"Graduation";"Single";"25-34";"Middle Income";76
1042;65;46015;0;0;0;0;1;0;0;1;0;0;1;1;2236;6;"PhD";"Together";"55-65";"Middle Income";74
1043;59;88347;0;0;1;0;0;0;0;1;0;0;0;0;2520;6;"Graduation";"Together";"55-65";"Upper Middle";84
1044;60;83151;0;0;0;1;0;0;0;1;0;0;0;0;2786;7;"Masters";"Together";"55-65";"Upper Middle";92
1045;58;27238;0;0;0;0;1;1;0;0;0;0;1;1;2594;7;"PhD";"Single";"55-65";"Low Income";86
1046;51;70091;0;0;0;1;0;0;1;0;0;0;1;0;2614;7;"Masters";"Married";"45-54";"Upper Middle";87
1047;51;46831;0;1;0;0;0;0;1;0;0;0;1;1;2545;6;"2n_Cycle";"Married";"45-54";"Middle Income";84
1048;27;72354;0;0;1;0;0;1;0;0;0;0;0;0;2597;7;"Graduation";"Single";"25-34";"Upper Middle";86
1049;39;40211;0;0;1;0;0;0;1;0;0;0;1;1;2493;6;"Graduation";"Married";"35-44";"Middle Income";83
1050;67;41452;0;0;1;0;0;0;0;1;0;0;1;1;2639;7;"Graduation";"Together";"65+";"Middle Income";87
1051;48;83151;0;0;0;1;0;0;1;0;0;0;0;0;2663;7;"Masters";"Married";"45-54";"Upper Middle";88
1052;55;47009;0;0;1;0;0;0;0;1;0;0;0;1;2430;6;"Graduation";"Together";"45-54";"Middle Income";81
1053;44;21675;0;0;1;0;0;0;0;1;0;0;1;0;2177;5;"Graduation";"Together";"35-44";"Low Income";72
1054;62;33438;0;0;0;0;1;0;0;0;0;1;1;1;2439;6;"PhD";"Widow";"55-65";"Middle Income";81
1055;58;83715;0;0;1;0;0;0;1;0;0;0;0;0;2305;6;"Graduation";"Married";"55-65";"Upper Middle";76
1056;49;52531;0;0;1;0;0;0;1;0;0;0;0;0;2705;7;"Graduation";"Married";"45-54";"Middle Income";90
1057;47;46094;0;1;0;0;0;0;1;0;0;0;1;1;2178;5;"2n_Cycle";"Married";"45-54";"Middle Income";72
1058;44;55412;0;0;0;0;1;0;0;0;1;0;1;1;2378;6;"PhD";"Divorced";"35-44";"Middle Income";79
1059;61;75032;0;0;0;0;1;0;1;0;0;0;0;1;2586;7;"PhD";"Married";"55-65";"Upper Middle";86
1060;51;39858;0;0;0;1;0;1;0;0;0;0;1;0;2680;7;"Masters";"Single";"45-54";"Middle Income";89
1061;69;64950;0;0;0;0;1;1;0;0;0;0;0;1;2845;7;"PhD";"Single";"65+";"Upper Middle";94
1062;65;61284;0;0;0;0;1;1;0;0;0;0;0;0;2419;6;"PhD";"Single";"55-65";"Upper Middle";80
1063;58;50127;0;0;1;0;0;0;0;1;0;0;0;1;2190;5;"Graduation";"Together";"55-65";"Middle Income";73
1064;56;78825;0;0;0;0;1;0;0;0;1;0;0;0;2812;7;"PhD";"Divorced";"55-65";"Upper Middle";93
1065;34;83033;0;0;1;0;0;0;0;1;0;0;1;0;2201;6;"Graduation";"Together";"25-34";"Upper Middle";73
1066;36;37235;0;0;1;0;0;0;0;1;0;0;1;0;2307;6;"Graduation";"Together";"35-44";"Middle Income";76
1067;31;25443;1;0;0;0;0;0;1;0;0;0;1;0;2713;7;"Basic";"Married";"25-34";"Low Income";90
1068;41;48526;0;0;1;0;0;1;0;0;0;0;1;0;2346;6;"Graduation";"Single";"35-44";"Middle Income";78
1069;68;33444;0;0;0;1;0;0;1;0;0;0;1;1;2762;7;"Masters";"Married";"65+";"Middle Income";92
1070;66;53103;0;0;1;0;0;0;0;1;0;0;0;1;2449;6;"Graduation";"Together";"65+";"Middle Income";81
1071;61;82576;0;0;0;1;0;0;0;1;0;0;0;0;2856;7;"Masters";"Together";"55-65";"Upper Middle";95
1072;64;15759;0;0;1;0;0;0;1;0;0;0;0;0;2456;6;"Graduation";"Married";"55-65";"Low Income";81
1073;34;22518;0;0;1;0;0;0;1;0;0;0;1;0;2774;7;"Graduation";"Married";"25-34";"Low Income";92
1074;39;87171;0;0;0;0;1;0;1;0;0;0;0;0;2583;7;"PhD";"Married";"35-44";"Upper Middle";86
1075;44;65104;0;0;0;1;0;0;0;1;0;0;0;1;2386;6;"Masters";"Together";"35-44";"Upper Middle";79
1076;48;78075;0;0;0;0;1;0;1;0;0;0;0;0;2244;6;"PhD";"Married";"45-54";"Upper Middle";74
1077;43;43263;0;0;0;1;0;0;1;0;0;0;0;1;2744;7;"Masters";"Married";"35-44";"Middle Income";91
1078;49;32892;0;0;0;0;1;0;0;1;0;0;1;0;2194;6;"PhD";"Together";"45-54";"Middle Income";73
1079;66;46734;0;0;1;0;0;0;1;0;0;0;0;1;2747;7;"Graduation";"Married";"65+";"Middle Income";91
1080;59;59184;0;1;0;0;0;0;0;0;0;1;0;1;2817;7;"2n_Cycle";"Widow";"55-65";"Middle Income";93
1081;58;56067;0;0;0;0;1;0;0;1;0;0;0;1;2503;6;"PhD";"Together";"55-65";"Middle Income";83
1082;60;81843;0;0;0;1;0;0;1;0;0;0;0;0;2592;7;"Masters";"Married";"55-65";"Upper Middle";86
1083;47;43050;0;1;0;0;0;0;1;0;0;0;1;0;2262;6;"2n_Cycle";"Married";"45-54";"Middle Income";75
1084;49;64722;0;0;1;0;0;0;1;0;0;0;1;0;2193;6;"Graduation";"Married";"45-54";"Upper Middle";73
1085;38;24711;0;0;1;0;0;0;1;0;0;0;0;0;2231;6;"Graduation";"Married";"35-44";"Low Income";74
1086;44;26907;0;1;0;0;0;0;0;1;0;0;1;1;2472;6;"2n_Cycle";"Together";"35-44";"Low Income";82
1087;54;57811;0;0;1;0;0;0;0;1;0;0;0;1;2529;6;"Graduation";"Together";"45-54";"Middle Income";84
1088;39;54386;0;0;1;0;0;0;1;0;0;0;0;1;2567;7;"Graduation";"Married";"35-44";"Middle Income";85
1089;37;82025;0;0;1;0;0;0;0;0;1;0;0;0;2556;6;"Graduation";"Divorced";"35-44";"Upper Middle";85
1090;55;69139;0;0;1;0;0;0;1;0;0;0;0;1;2312;6;"Graduation";"Married";"45-54";"Upper Middle";77
1091;58;39552;0;0;1;0;0;0;0;0;1;0;1;1;2717;7;"Graduation";"Divorced";"55-65";"Middle Income";90
1092;64;55249;0;0;0;1;0;0;0;1;0;0;0;1;2232;6;"Masters";"Together";"55-65";"Middle Income";74
1093;43;54809;0;0;1;0;0;0;1;0;0;0;1;1;2450;6;"Graduation";"Married";"35-44";"Middle Income";81
1094;74;78569;0;0;1;0;0;0;1;0;0;0;0;0;2289;6;"Graduation";"Married";"65+";"Upper Middle";76
1095;67;94384;0;0;1;0;0;0;0;1;0;0;0;0;2641;7;"Graduation";"Together";"65+";"High Income";88
1096;49;38196;0;0;0;1;0;0;1;0;0;0;1;1;2231;6;"Masters";"Married";"45-54";"Middle Income";74
1097;42;7500;0;0;1;0;0;1;0;0;0;0;1;1;2708;7;"Graduation";"Single";"35-44";"Very Low Income";90
1098;45;54730;0;0;0;1;0;0;1;0;0;0;0;1;2477;6;"Masters";"Married";"35-44";"Middle Income";82
1099;64;79456;0;0;1;0;0;0;1;0;0;0;0;0;2835;7;"Graduation";"Married";"55-65";"Upper Middle";94
1100;71;62845;0;0;0;1;0;0;1;0;0;0;1;1;2795;7;"Masters";"Married";"65+";"Upper Middle";93
1101;34;14906;1;0;0;0;0;1;0;0;0;0;0;0;2713;7;"Basic";"Single";"25-34";"Low Income";90
1102;69;67381;0;0;0;1;0;0;1;0;0;0;0;1;2689;7;"Masters";"Married";"65+";"Upper Middle";89
1103;49;71796;0;0;1;0;0;0;0;1;0;0;0;0;2407;6;"Graduation";"Together";"45-54";"Upper Middle";80
1104;35;23148;0;1;0;0;0;0;1;0;0;0;0;0;2290;6;"2n_Cycle";"Married";"25-34";"Low Income";76
1105;62;46692;0;0;0;1;0;0;0;1;0;0;0;1;2547;6;"Masters";"Together";"55-65";"Middle Income";84
1106;38;40479;0;0;1;0;0;0;0;1;0;0;1;0;2475;6;"Graduation";"Together";"35-44";"Middle Income";82
1107;68;40049;0;0;1;0;0;0;0;0;0;1;0;1;2415;6;"Graduation";"Widow";"65+";"Middle Income";80
1108;50;44267;0;0;1;0;0;0;0;0;1;0;1;1;2648;7;"Graduation";"Divorced";"45-54";"Middle Income";88
1109;43;42997;0;0;0;0;1;1;0;0;0;0;1;1;2363;6;"PhD";"Single";"35-44";"Middle Income";78
1110;42;88097;0;0;0;1;0;0;1;0;0;0;1;0;2839;7;"Masters";"Married";"35-44";"Upper Middle";94
1111;53;25930;0;0;1;0;0;1;0;0;0;0;1;1;2421;6;"Graduation";"Single";"45-54";"Low Income";80
1112;65;38452;0;0;0;1;0;0;1;0;0;0;1;1;2250;6;"Masters";"Married";"55-65";"Middle Income";75
1113;41;71626;0;0;1;0;0;0;1;0;0;0;0;0;2764;7;"Graduation";"Married";"35-44";"Upper Middle";92
1114;64;63915;0;0;0;1;0;0;1;0;0;0;0;2;2493;6;"Masters";"Married";"55-65";"Upper Middle";83
1115;50;75345;0;0;0;1;0;1;0;0;0;0;0;0;2671;7;"Masters";"Single";"45-54";"Upper Middle";89
1116;43;59601;0;1;0;0;0;0;0;0;1;0;0;1;2498;6;"2n_Cycle";"Divorced";"35-44";"Middle Income";83
1117;50;67536;0;0;0;0;1;0;1;0;0;0;0;1;2562;7;"PhD";"Married";"45-54";"Upper Middle";85
1118;54;60894;0;0;1;0;0;0;0;1;0;0;0;1;2525;6;"Graduation";"Together";"45-54";"Upper Middle";84
1119;28;17256;1;0;0;0;0;0;1;0;0;0;1;0;2377;6;"Basic";"Married";"25-34";"Low Income";79
1120;30;18929;0;0;1;0;0;0;1;0;0;0;0;0;2657;7;"Graduation";"Married";"25-34";"Low Income";88
1121;45;45503;0;0;0;0;1;0;1;0;0;0;1;0;2436;6;"PhD";"Married";"35-44";"Middle Income";81
1122;44;37697;0;0;1;0;0;1;0;0;0;0;1;0;2301;6;"Graduation";"Single";"35-44";"Middle Income";76
1123;42;42693;0;0;1;0;0;0;1;0;0;0;1;0;2181;5;"Graduation";"Married";"35-44";"Middle Income";72
1124;57;48918;0;0;0;0;1;1;0;0;0;0;1;1;2237;6;"PhD";"Single";"55-65";"Middle Income";74
1125;52;40521;0;0;1;0;0;0;0;1;0;0;1;1;2609;7;"Graduation";"Together";"45-54";"Middle Income";86
1126;38;69109;0;0;1;0;0;0;1;0;0;0;0;0;2756;7;"Graduation";"Married";"35-44";"Upper Middle";91
1127;49;44421;0;0;1;0;0;0;0;0;1;0;1;1;2658;7;"Graduation";"Divorced";"45-54";"Middle Income";88
1128;44;50200;0;0;1;0;0;0;0;1;0;0;1;1;2611;7;"Graduation";"Together";"35-44";"Middle Income";87
1129;55;32727;0;0;0;0;1;0;0;1;0;0;0;0;2829;7;"PhD";"Together";"45-54";"Middle Income";94
1130;44;85606;0;0;1;0;0;0;0;1;0;0;0;1;2753;7;"Graduation";"Together";"35-44";"Upper Middle";91
1131;62;75154;0;0;0;1;0;1;0;0;0;0;0;1;2822;7;"Masters";"Single";"55-65";"Upper Middle";94
1132;49;55239;0;0;1;0;0;1;0;0;0;0;0;1;2509;6;"Graduation";"Single";"45-54";"Middle Income";83
1133;48;84906;0;0;1;0;0;0;0;1;0;0;0;0;2427;6;"Graduation";"Together";"45-54";"Upper Middle";80
1134;46;39996;0;0;1;0;0;0;0;0;1;0;1;1;2197;6;"Graduation";"Divorced";"45-54";"Middle Income";73
1135;38;24367;1;0;0;0;0;1;0;0;0;0;1;0;2625;7;"Basic";"Single";"35-44";"Low Income";87
1136;55;81051;0;0;0;0;1;0;1;0;0;0;0;0;2196;6;"PhD";"Married";"45-54";"Upper Middle";73
1137;45;51948;0;0;1;0;0;0;1;0;0;0;0;1;2444;6;"Graduation";"Married";"35-44";"Middle Income";81
1138;43;54233;0;0;1;0;0;0;1;0;0;0;0;1;2669;7;"Graduation";"Married";"35-44";"Middle Income";88
1139;38;39660;0;0;1;0;0;1;0;0;0;0;1;0;2849;7;"Graduation";"Single";"35-44";"Middle Income";94
1140;66;60033;0;0;0;1;0;0;0;1;0;0;0;1;2251;6;"Masters";"Together";"65+";"Upper Middle";75
1141;38;6560;0;0;0;1;0;1;0;0;0;0;0;0;2358;6;"Masters";"Single";"35-44";"Very Low Income";78
1142;34;38197;0;0;0;0;1;0;0;1;0;0;1;0;2524;6;"PhD";"Together";"25-34";"Middle Income";84
1143;47;3502;0;0;1;0;0;1;0;0;0;0;1;0;2601;7;"Graduation";"Single";"45-54";"Very Low Income";86
1144;38;65169;0;0;1;0;0;0;1;0;0;0;0;0;2325;6;"Graduation";"Married";"35-44";"Upper Middle";77
1145;47;20427;0;0;0;0;1;0;0;1;0;0;1;0;2256;6;"PhD";"Together";"45-54";"Low Income";75
1146;42;27683;0;0;0;0;1;0;0;1;0;0;1;0;2853;7;"PhD";"Together";"35-44";"Low Income";95
1147;48;26759;0;0;1;0;0;0;0;0;1;0;1;0;2301;6;"Graduation";"Divorced";"45-54";"Low Income";76
1148;61;26887;0;1;0;0;0;0;1;0;0;0;0;1;2663;7;"2n_Cycle";"Married";"55-65";"Low Income";88
1149;42;41986;0;0;1;0;0;0;0;0;1;0;0;1;2299;6;"Graduation";"Divorced";"35-44";"Middle Income";76
1150;50;24163;0;0;1;0;0;1;0;0;0;0;1;1;2419;6;"Graduation";"Single";"45-54";"Low Income";80
1151;44;47025;0;0;1;0;0;1;0;0;0;0;0;1;2393;6;"Graduation";"Single";"35-44";"Middle Income";79
1152;33;51563;0;0;0;0;1;0;1;0;0;0;0;0;2795;7;"PhD";"Married";"25-34";"Middle Income";93
1153;44;58597;0;0;1;0;0;0;1;0;0;0;1;1;2745;7;"Graduation";"Married";"35-44";"Middle Income";91
1154;45;60554;0;0;0;0;1;0;0;0;1;0;1;0;2483;6;"PhD";"Divorced";"35-44";"Upper Middle";82
1155;45;65106;0;0;1;0;0;0;1;0;0;0;0;1;2195;6;"Graduation";"Married";"35-44";"Upper Middle";73
1156;58;69627;0;0;1;0;0;1;0;0;0;0;0;1;2628;7;"Graduation";"Single";"55-65";"Upper Middle";87
1157;52;77382;0;0;1;0;0;0;0;1;0;0;0;1;2332;6;"Graduation";"Together";"45-54";"Upper Middle";77
1158;49;43300;0;0;1;0;0;0;0;0;1;0;0;1;2783;7;"Graduation";"Divorced";"45-54";"Middle Income";92
1159;35;72903;0;0;1;0;0;1;0;0;0;0;0;0;2402;6;"Graduation";"Single";"25-34";"Upper Middle";80
1160;38;71853;0;0;1;0;0;0;0;1;0;0;0;0;2576;7;"Graduation";"Together";"35-44";"Upper Middle";85
1161;68;44213;0;0;1;0;0;1;0;0;0;0;1;1;2371;6;"Graduation";"Single";"65+";"Middle Income";79
1162;68;64831;0;1;0;0;0;1;0;0;0;0;1;1;2543;6;"2n_Cycle";"Single";"65+";"Upper Middle";84
1163;47;37971;0;0;1;0;0;0;1;0;0;0;1;0;2375;6;"Graduation";"Married";"45-54";"Middle Income";79
1164;62;84460;0;0;0;0;1;0;0;1;0;0;0;0;2700;7;"PhD";"Together";"55-65";"Upper Middle";90
1165;44;62061;0;0;1;0;0;0;0;1;0;0;0;1;2461;6;"Graduation";"Together";"35-44";"Upper Middle";82
1166;51;51039;0;0;0;0;1;0;1;0;0;0;1;1;2725;7;"PhD";"Married";"45-54";"Middle Income";90
1167;48;59868;0;0;1;0;0;0;0;1;0;0;0;1;2501;6;"Graduation";"Together";"45-54";"Middle Income";83
1168;55;69969;0;0;0;0;1;0;1;0;0;0;0;0;2465;6;"PhD";"Married";"45-54";"Upper Middle";82
1169;72;82032;0;0;0;0;1;0;0;0;0;1;0;0;2244;6;"PhD";"Widow";"65+";"Upper Middle";74
1170;75;71604;0;0;0;0;1;0;0;1;0;0;0;0;2383;6;"PhD";"Together";"65+";"Upper Middle";79
1171;46;49669;0;1;0;0;0;0;0;1;0;0;1;0;2195;6;"2n_Cycle";"Together";"45-54";"Middle Income";73
1172;62;67267;0;0;1;0;0;0;1;0;0;0;0;1;2206;6;"Graduation";"Married";"55-65";"Upper Middle";73
1173;48;26290;0;0;1;0;0;0;0;1;0;0;1;1;2692;7;"Graduation";"Together";"45-54";"Low Income";89
1174;68;67433;0;0;1;0;0;0;1;0;0;0;0;2;2507;6;"Graduation";"Married";"65+";"Upper Middle";83
1175;59;60544;0;0;1;0;0;0;1;0;0;0;1;1;2832;7;"Graduation";"Married";"55-65";"Upper Middle";94
1176;45;57338;0;0;1;0;0;1;0;0;0;0;0;1;2220;6;"Graduation";"Single";"35-44";"Middle Income";74
1177;62;28087;0;0;1;0;0;0;0;1;0;0;1;1;2724;7;"Graduation";"Together";"55-65";"Low Income";90
1178;59;57072;0;0;0;0;1;0;1;0;0;0;0;1;2315;6;"PhD";"Married";"55-65";"Middle Income";77
1179;53;77766;0;0;0;0;1;0;1;0;0;0;0;1;2651;7;"PhD";"Married";"45-54";"Upper Middle";88
1180;37;28427;0;0;1;0;0;0;0;1;0;0;1;0;2624;7;"Graduation";"Together";"35-44";"Low Income";87
1181;50;93790;0;0;1;0;0;1;0;0;0;0;0;0;2296;6;"Graduation";"Single";"45-54";"High Income";76
1182;43;37774;0;0;1;0;0;1;0;0;0;0;2;0;2823;7;"Graduation";"Single";"35-44";"Middle Income";94
1183;47;31163;0;1;0;0;0;0;0;0;1;0;1;0;2295;6;"2n_Cycle";"Divorced";"45-54";"Middle Income";76
1184;67;37716;0;0;1;0;0;0;1;0;0;0;0;1;2228;6;"Graduation";"Married";"65+";"Middle Income";74
1185;42;38136;0;0;1;0;0;0;1;0;0;0;1;0;2592;7;"Graduation";"Married";"35-44";"Middle Income";86
1186;64;76542;0;0;0;0;1;0;0;1;0;0;0;0;2615;7;"PhD";"Together";"55-65";"Upper Middle";87
1187;43;71855;0;0;1;0;0;0;1;0;0;0;0;1;2688;7;"Graduation";"Married";"35-44";"Upper Middle";89
1188;37;43776;0;0;1;0;0;0;0;1;0;0;1;0;2216;6;"Graduation";"Together";"35-44";"Middle Income";73
1189;44;37395;0;0;0;0;1;0;0;1;0;0;1;0;2217;6;"PhD";"Together";"35-44";"Middle Income";73
1190;46;18393;1;0;0;0;0;0;1;0;0;0;1;0;2251;6;"Basic";"Married";"45-54";"Low Income";75
1191;60;50523;0;1;0;0;0;0;0;1;0;0;1;1;2345;6;"2n_Cycle";"Together";"55-65";"Middle Income";78
1192;36;25707;1;0;0;0;0;1;0;0;0;0;1;0;2321;6;"Basic";"Single";"35-44";"Low Income";77
1193;27;70515;0;0;1;0;0;1;0;0;0;0;0;0;2410;6;"Graduation";"Single";"25-34";"Upper Middle";80
1194;33;74004;0;0;0;0;1;1;0;0;0;0;0;0;2284;6;"PhD";"Single";"25-34";"Upper Middle";76
1195;52;36778;0;0;0;0;1;0;1;0;0;0;1;1;2852;7;"PhD";"Married";"45-54";"Middle Income";95
1196;42;34043;0;0;0;0;1;0;0;1;0;0;1;0;2406;6;"PhD";"Together";"35-44";"Middle Income";80
1197;41;27244;0;0;1;0;0;0;1;0;0;0;1;0;2273;6;"Graduation";"Married";"35-44";"Low Income";75
1198;30;51250;0;1;0;0;0;1;0;0;0;0;1;0;2615;7;"2n_Cycle";"Single";"25-34";"Middle Income";87
1199;58;72828;0;0;0;1;0;0;1;0;0;0;0;1;2659;7;"Masters";"Married";"55-65";"Upper Middle";88
1200;62;71691;0;0;0;0;1;1;0;0;0;0;0;0;2263;6;"PhD";"Single";"55-65";"Upper Middle";75
1201;46;38410;0;0;0;0;1;0;1;0;0;0;0;0;2812;7;"PhD";"Married";"45-54";"Middle Income";93
1202;33;18227;0;0;1;0;0;0;0;1;0;0;1;0;2757;7;"Graduation";"Together";"25-34";"Low Income";91
1203;38;57937;0;1;0;0;0;0;1;0;0;0;0;1;2292;6;"2n_Cycle";"Married";"35-44";"Middle Income";76
1204;58;85696;0;0;0;0;1;0;0;0;1;0;0;0;2581;7;"PhD";"Divorced";"55-65";"Upper Middle";86
1205;48;74716;0;0;1;0;0;0;1;0;0;0;0;1;2449;6;"Graduation";"Married";"45-54";"Upper Middle";81
1206;39;19414;0;1;0;0;0;0;0;1;0;0;1;0;2415;6;"2n_Cycle";"Together";"35-44";"Low Income";80
1207;74;62159;0;0;0;0;1;1;0;0;0;0;0;0;2221;6;"PhD";"Single";"65+";"Upper Middle";74
1208;53;59062;0;0;0;0;1;0;1;0;0;0;2;1;2428;6;"PhD";"Married";"45-54";"Middle Income";80
1209;42;16531;0;0;1;0;0;0;0;1;0;0;1;0;2170;5;"Graduation";"Together";"35-44";"Low Income";72
1210;35;92533;0;0;1;0;0;0;1;0;0;0;0;0;2351;6;"Graduation";"Married";"25-34";"High Income";78
1211;45;69283;0;0;0;0;1;0;1;0;0;0;0;1;2174;5;"PhD";"Married";"35-44";"Upper Middle";72
1212;47;60432;0;0;0;1;0;0;1;0;0;0;0;1;2271;6;"Masters";"Married";"45-54";"Upper Middle";75
1213;60;65695;0;0;0;0;1;0;1;0;0;0;0;1;2308;6;"PhD";"Married";"55-65";"Upper Middle";76
1214;34;28072;0;0;0;1;0;0;1;0;0;0;1;0;2515;6;"Masters";"Married";"25-34";"Low Income";83
1215;47;85844;0;0;0;0;1;0;1;0;0;0;0;0;2190;5;"PhD";"Married";"45-54";"Upper Middle";73
1216;35;21355;0;0;1;0;0;0;1;0;0;0;1;0;2472;6;"Graduation";"Married";"25-34";"Low Income";82
1217;67;67087;0;0;0;1;0;0;1;0;0;0;0;1;2353;6;"Masters";"Married";"65+";"Upper Middle";78
1218;41;68274;0;0;1;0;0;0;0;0;1;0;1;1;2431;6;"Graduation";"Divorced";"35-44";"Upper Middle";81
1219;45;46098;0;0;0;1;0;1;0;0;0;0;1;1;2839;7;"Masters";"Single";"35-44";"Middle Income";94
1220;59;49678;0;0;1;0;0;0;1;0;0;0;0;1;2671;7;"Graduation";"Married";"55-65";"Middle Income";89
1221;57;49476;0;0;0;1;0;0;0;0;1;0;0;1;2533;6;"Masters";"Divorced";"55-65";"Middle Income";84
1222;56;42523;0;0;1;0;0;0;1;0;0;0;0;0;2226;6;"Graduation";"Married";"55-65";"Middle Income";74
1223;51;48752;0;0;1;0;0;0;1;0;0;0;1;1;2723;7;"Graduation";"Married";"45-54";"Middle Income";90
1224;70;57045;0;0;1;0;0;0;1;0;0;0;0;1;2818;7;"Graduation";"Married";"65+";"Middle Income";93
1225;57;80695;0;0;1;0;0;1;0;0;0;0;0;0;2341;6;"Graduation";"Single";"55-65";"Upper Middle";78
1226;44;39356;0;0;1;0;0;0;1;0;0;0;1;1;2261;6;"Graduation";"Married";"35-44";"Middle Income";75
1227;32;23331;0;1;0;0;0;0;1;0;0;0;1;0;2822;7;"2n_Cycle";"Married";"25-34";"Low Income";94
1228;46;39190;0;0;0;0;1;1;0;0;0;0;1;0;2223;6;"PhD";"Single";"45-54";"Middle Income";74
1229;49;57420;0;0;0;1;0;0;0;1;0;0;0;1;2528;6;"Masters";"Together";"45-54";"Middle Income";84
1230;58;76624;0;0;1;0;0;1;0;0;0;0;0;1;2195;6;"Graduation";"Single";"55-65";"Upper Middle";73
1231;67;50725;0;0;1;0;0;0;1;0;0;0;0;1;2660;7;"Graduation";"Married";"65+";"Middle Income";88
1232;68;33402;0;0;1;0;0;0;0;1;0;0;1;1;2505;6;"Graduation";"Together";"65+";"Middle Income";83
1233;60;50611;0;0;0;0;1;0;0;0;1;0;0;1;2792;7;"PhD";"Divorced";"55-65";"Middle Income";93
1234;31;37155;0;0;1;0;0;0;1;0;0;0;1;0;2673;7;"Graduation";"Married";"25-34";"Middle Income";89
1235;67;36957;0;0;0;0;1;0;0;0;1;0;1;1;2820;7;"PhD";"Divorced";"65+";"Middle Income";94
1236;42;12393;0;1;0;0;0;0;1;0;0;0;0;0;2731;7;"2n_Cycle";"Married";"35-44";"Low Income";91
1237;58;71434;0;0;1;0;0;0;1;0;0;0;0;1;2443;6;"Graduation";"Married";"55-65";"Upper Middle";81
1238;32;23331;0;1;0;0;0;1;0;0;0;0;1;0;2791;7;"2n_Cycle";"Single";"25-34";"Low Income";93
1239;70;41145;0;0;0;0;1;0;1;0;0;0;1;1;2300;6;"PhD";"Married";"65+";"Middle Income";76
1240;50;55158;0;0;0;0;1;0;1;0;0;0;1;1;2858;7;"PhD";"Married";"45-54";"Middle Income";95
1241;51;76653;0;0;1;0;0;0;0;1;0;0;0;0;2476;6;"Graduation";"Together";"45-54";"Upper Middle";82
1242;47;34853;0;0;1;0;0;1;0;0;0;0;1;1;2347;6;"Graduation";"Single";"45-54";"Middle Income";78
1243;65;46390;0;0;0;1;0;0;0;0;1;0;0;1;2214;6;"Masters";"Divorced";"55-65";"Middle Income";73
1244;43;69389;0;0;0;0;1;0;1;0;0;0;0;1;2798;7;"PhD";"Married";"35-44";"Upper Middle";93
1245;40;19107;0;0;1;0;0;0;1;0;0;0;1;0;2470;6;"Graduation";"Married";"35-44";"Low Income";82
1246;31;9255;0;0;1;0;0;1;0;0;0;0;1;0;2350;6;"Graduation";"Single";"25-34";"Very Low Income";78
1247;63;36864;0;0;1;0;0;1;0;0;0;0;0;1;2844;7;"Graduation";"Single";"55-65";"Middle Income";94
