customer_age,customer_income,home_ownership,loan_intent,loan_grade,loan_amount,loan_int_rate,term_years,cred_hist_length,Current_loan_status
27,23652,MORTGAGE,PERSONAL,A,2000,7.49,7,8,NO DEFAULT
28,58000,RENT,HOME IMPROVEMENT,D,19000,14.09,8,8,DEFAULT
30,23748,MORTGAGE,MEDICAL,C,6100,14.27,3,10,DEFAULT
32,65000,RENT,MEDICAL,C,19000,12.84,2,5,NO DEFAULT
35,65412,RENT,HOME IMPROVEMENT,B,19000,11.14,5,7,NO DEFAULT
29,71000,RENT,PERSONAL,A,19000,6.54,9,9,NO DEFAULT
29,83700,RENT,PERSONAL,C,19000,10.99,9,10,NO DEFAULT
30,60000,RENT,PERSONAL,C,18950,15.96,3,6,DEFAULT
34,42000,RENT,PERSONAL,A,18825,7.9,4,10,NO DEFAULT
30,24000,MORTGAGE,DEBT CONSOLIDATION,A,7000,6.62,3,10,NO DEFAULT
32,60000,RENT,VENTURE,B,18800,9.99,2,7,DEFAULT
34,95000,RENT,VENTURE,C,18600,13.57,4,7,NO DEFAULT
28,99700,RENT,DEBT CONSOLIDATION,C,18600,14.26,8,8,NO DEFAULT
27,24000,OWN,PERSONAL,A,6000,8.9,7,10,NO DEFAULT
32,24000,OWN,PERSONAL,D,5000,16.29,2,9,NO DEFAULT
28,50400,RENT,VENTURE,D,18500,16.02,8,6,DEFAULT
30,60000,RENT,MEDICAL,C,18500,12.99,3,5,DEFAULT
27,60000,RENT,DEBT CONSOLIDATION,B,18500,10.99,7,5,DEFAULT
33,62004,RENT,EDUCATION,C,18500,12.87,3,9,NO DEFAULT
27,24000,OWN,EDUCATION,C,6000,10.99,7,7,NO DEFAULT
31,112000,RENT,VENTURE,A,18500,7.51,1,7,NO DEFAULT
33,62500,RENT,DEBT CONSOLIDATION,B,18400,9.91,3,7,NO DEFAULT
31,121000,RENT,HOME IMPROVEMENT,D,18400,10.99,1,10,NO DEFAULT
29,45000,RENT,MEDICAL,C,18250,14.27,9,6,DEFAULT
35,24000,MORTGAGE,DEBT CONSOLIDATION,A,4000,7.49,5,7,NO DEFAULT
30,24000,OWN,VENTURE,A,6000,10.99,3,9,NO DEFAULT
29,30996,RENT,DEBT CONSOLIDATION,B,18000,10.75,9,7,DEFAULT
29,42000,RENT,PERSONAL,C,18000,14.65,9,7,DEFAULT
31,24000,MORTGAGE,VENTURE,A,3000,7.49,1,10,NO DEFAULT
29,24000,MORTGAGE,EDUCATION,B,4000,10.59,9,10,NO DEFAULT
27,24000,OWN,EDUCATION,C,4000,12.99,7,6,NO DEFAULT
28,24000,MORTGAGE,HOME IMPROVEMENT,B,9600,11.99,8,8,NO DEFAULT
27,45150,RENT,PERSONAL,C,18000,13.16,7,7,DEFAULT
34,45996,RENT,DEBT CONSOLIDATION,A,18000,10.99,4,9,DEFAULT
27,50000,RENT,PERSONAL,A,18000,8.49,7,9,NO DEFAULT
32,24000,OWN,MEDICAL,A,2000,7.29,2,6,NO DEFAULT
34,50000,RENT,PERSONAL,B,18000,8.88,4,9,DEFAULT
31,50000,RENT,MEDICAL,C,18000,13.48,1,9,DEFAULT
27,24000,MORTGAGE,PERSONAL,A,6250,8.49,7,8,NO DEFAULT
27,51200,RENT,EDUCATION,D,18000,14.96,7,8,DEFAULT
34,51312,RENT,HOME IMPROVEMENT,C,18000,13.85,4,10,DEFAULT
29,54000,RENT,EDUCATION,B,18000,10.99,9,6,DEFAULT
32,55000,RENT,DEBT CONSOLIDATION,B,18000,10.38,2,7,DEFAULT
28,24000,OWN,PERSONAL,B,8000,10.37,8,5,NO DEFAULT
29,56964,RENT,DEBT CONSOLIDATION,A,18000,10.99,9,8,NO DEFAULT
33,60000,RENT,HOME IMPROVEMENT,A,18000,8.49,3,5,NO DEFAULT
30,24000,OWN,VENTURE,A,2500,7.29,3,6,NO DEFAULT
28,60372,RENT,DEBT CONSOLIDATION,C,18000,14.65,8,5,NO DEFAULT
28,63000,RENT,HOME IMPROVEMENT,B,18000,10.65,8,9,NO DEFAULT
27,64000,RENT,MEDICAL,B,18000,11.11,7,8,NO DEFAULT
30,64000,RENT,VENTURE,A,18000,8.38,3,7,NO DEFAULT
27,59000,RENT,PERSONAL,B,18000,12.18,7,9,DEFAULT
35,66000,RENT,HOME IMPROVEMENT,B,18000,9.99,5,8,NO DEFAULT
33,67800,RENT,HOME IMPROVEMENT,B,18000,10.08,3,6,NO DEFAULT
29,68004,RENT,MEDICAL,B,18000,10,9,9,NO DEFAULT
27,69790,RENT,DEBT CONSOLIDATION,B,18000,10.25,7,9,NO DEFAULT
28,24000,MORTGAGE,EDUCATION,A,1500,7.14,8,10,NO DEFAULT
28,64000,RENT,DEBT CONSOLIDATION,B,18000,11.58,8,6,DEFAULT
33,70000,RENT,EDUCATION,B,18000,11.89,3,9,NO DEFAULT
34,72000,RENT,EDUCATION,D,18000,15.95,4,8,NO DEFAULT
33,67000,RENT,HOME IMPROVEMENT,C,18000,13.11,3,7,DEFAULT
31,75000,RENT,HOME IMPROVEMENT,A,18000,8.9,1,6,NO DEFAULT
34,24000,OWN,HOME IMPROVEMENT,C,2400,13.98,4,9,NO DEFAULT
34,78000,RENT,EDUCATION,A,18000,8.9,4,9,NO DEFAULT
30,24000,OWN,MEDICAL,A,7500,7.88,3,9,NO DEFAULT
28,80000,RENT,HOME IMPROVEMENT,B,18000,10.59,8,10,NO DEFAULT
28,80000,RENT,PERSONAL,B,18000,11.49,8,6,NO DEFAULT
27,80000,RENT,VENTURE,B,18000,10.39,7,8,NO DEFAULT
28,81972,RENT,DEBT CONSOLIDATION,B,18000,10.99,8,6,NO DEFAULT
27,24000,MORTGAGE,DEBT CONSOLIDATION,B,9200,10.99,7,9,NO DEFAULT
33,24000,MORTGAGE,DEBT CONSOLIDATION,B,6000,10.25,3,6,NO DEFAULT
29,74000,RENT,VENTURE,D,18000,17.04,9,10,DEFAULT
29,24000,MORTGAGE,MEDICAL,A,10000,10.99,9,6,NO DEFAULT
28,89004,RENT,PERSONAL,A,18000,7.49,8,10,NO DEFAULT
31,90000,RENT,EDUCATION,B,18000,12.42,1,8,NO DEFAULT
31,78000,RENT,HOME IMPROVEMENT,D,18000,18.79,1,9,DEFAULT
30,90000,RENT,MEDICAL,A,18000,8.94,3,8,NO DEFAULT
34,100000,RENT,VENTURE,C,18000,13.49,4,10,NO DEFAULT
32,100000,RENT,PERSONAL,A,18000,10.99,2,5,NO DEFAULT
27,100000,RENT,VENTURE,A,18000,7.88,7,5,NO DEFAULT
30,101500,RENT,HOME IMPROVEMENT,B,18000,12.18,3,7,NO DEFAULT
31,102000,RENT,MEDICAL,B,18000,10,1,10,NO DEFAULT
33,90000,RENT,PERSONAL,B,18000,11.58,3,10,DEFAULT
33,103000,RENT,PERSONAL,D,18000,16.82,3,6,NO DEFAULT
27,110000,RENT,VENTURE,B,18000,9.91,7,5,NO DEFAULT
31,24000,OWN,HOME IMPROVEMENT,A,1200,8.94,1,5,NO DEFAULT
30,24000,MORTGAGE,HOME IMPROVEMENT,A,6000,8.94,3,7,NO DEFAULT
27,132000,RENT,DEBT CONSOLIDATION,A,18000,8.49,7,9,NO DEFAULT
27,102616,RENT,MEDICAL,C,18000,13.99,7,7,DEFAULT
33,140000,RENT,DEBT CONSOLIDATION,C,18000,10.99,3,9,NO DEFAULT
30,175000,RENT,EDUCATION,A,18000,5.79,3,10,NO DEFAULT
30,168000,RENT,DEBT CONSOLIDATION,D,18000,14.46,3,9,DEFAULT
33,30000,RENT,DEBT CONSOLIDATION,A,17975,8.49,3,8,DEFAULT
27,24000,MORTGAGE,VENTURE,C,11000,10.99,7,6,NO DEFAULT
34,65000,RENT,EDUCATION,A,17900,7.9,4,8,NO DEFAULT
27,24000,OWN,VENTURE,C,6000,12.53,7,9,NO DEFAULT
28,24000,MORTGAGE,DEBT CONSOLIDATION,A,5000,9.32,8,10,NO DEFAULT
27,32220,RENT,MEDICAL,B,17725,11.49,7,8,DEFAULT
31,105600,RENT,DEBT CONSOLIDATION,B,17700,10.99,1,6,NO DEFAULT
27,37793,RENT,VENTURE,B,17625,12.69,7,7,DEFAULT
34,24000,MORTGAGE,MEDICAL,B,2000,9.2,4,7,NO DEFAULT
29,77000,RENT,MEDICAL,C,17600,13.48,9,8,NO DEFAULT
29,88000,RENT,DEBT CONSOLIDATION,C,17600,14.26,9,6,NO DEFAULT
29,153000,RENT,VENTURE,B,17600,8.7,9,8,NO DEFAULT
28,205000,RENT,MEDICAL,C,17600,13.23,8,10,NO DEFAULT
28,44000,RENT,EDUCATION,D,17500,10.99,8,10,DEFAULT
28,44900,RENT,MEDICAL,C,17500,14.35,8,10,DEFAULT
27,48500,RENT,VENTURE,B,17500,12.42,7,9,DEFAULT
35,50000,RENT,PERSONAL,C,17500,12.84,5,5,DEFAULT
27,24570,MORTGAGE,PERSONAL,C,8500,10.99,7,8,NO DEFAULT
32,24600,MORTGAGE,MEDICAL,A,4800,8.9,2,7,NO DEFAULT
33,58100,RENT,DEBT CONSOLIDATION,C,17500,13.57,3,10,NO DEFAULT
33,92500,RENT,VENTURE,D,17500,15.28,3,6,NO DEFAULT
31,114237,RENT,HOME IMPROVEMENT,C,17500,14.72,1,6,NO DEFAULT
29,120000,RENT,VENTURE,C,17500,12.87,9,8,NO DEFAULT
31,636000,RENT,DEBT CONSOLIDATION,B,17500,11.48,1,10,NO DEFAULT
29,35000,RENT,MEDICAL,A,17475,7.66,9,5,NO DEFAULT
27,45000,RENT,DEBT CONSOLIDATION,B,17475,11.99,7,8,DEFAULT
32,58650,RENT,MEDICAL,D,17400,15.05,2,6,DEFAULT
28,24996,MORTGAGE,PERSONAL,A,6000,5.99,8,7,NO DEFAULT
33,24996,MORTGAGE,PERSONAL,C,6600,12.99,3,6,NO DEFAULT
35,54000,RENT,DEBT CONSOLIDATION,D,17250,19.42,5,10,DEFAULT
29,75000,RENT,PERSONAL,C,17200,14.27,9,8,NO DEFAULT
27,78000,RENT,DEBT CONSOLIDATION,D,17200,17.49,7,7,DEFAULT
33,33852,RENT,EDUCATION,B,17000,11.48,3,9,DEFAULT
31,24996,MORTGAGE,PERSONAL,B,6000,9.25,1,9,NO DEFAULT
35,37000,RENT,MEDICAL,C,17000,13.49,5,10,DEFAULT
28,45300,RENT,DEBT CONSOLIDATION,C,17000,14.72,8,10,DEFAULT
35,48000,RENT,MEDICAL,A,17000,7.88,5,6,DEFAULT
27,55000,RENT,EDUCATION,A,17000,7.88,7,5,NO DEFAULT
30,55000,RENT,EDUCATION,B,17000,10.99,3,9,DEFAULT
27,60000,RENT,MEDICAL,C,17000,10.99,7,10,NO DEFAULT
29,60000,RENT,HOME IMPROVEMENT,D,17000,14.96,9,8,NO DEFAULT
32,61000,RENT,DEBT CONSOLIDATION,B,17000,11.49,2,5,NO DEFAULT
34,65000,RENT,MEDICAL,A,17000,8.49,4,8,NO DEFAULT
29,25000,MORTGAGE,EDUCATION,A,8500,7.9,9,5,NO DEFAULT
28,25000,MORTGAGE,HOME IMPROVEMENT,C,10625,14.27,8,6,NO DEFAULT
28,80000,RENT,MEDICAL,A,17000,5.79,8,6,NO DEFAULT
28,80000,RENT,HOME IMPROVEMENT,C,17000,13.85,8,8,NO DEFAULT
35,84996,RENT,PERSONAL,A,17000,7.88,5,6,NO DEFAULT
31,25000,MORTGAGE,DEBT CONSOLIDATION,A,3000,8.9,1,8,NO DEFAULT
31,92000,RENT,PERSONAL,D,17000,14.54,1,10,NO DEFAULT
33,25000,MORTGAGE,DEBT CONSOLIDATION,A,6000,6.62,3,8,NO DEFAULT
32,115000,RENT,HOME IMPROVEMENT,B,17000,11.12,2,6,NO DEFAULT
32,25000,OWN,MEDICAL,B,9175,10.99,2,10,NO DEFAULT
31,25000,OWN,MEDICAL,C,3500,13.49,1,9,NO DEFAULT
29,25000,MORTGAGE,DEBT CONSOLIDATION,A,7475,8.49,9,6,NO DEFAULT
30,25000,MORTGAGE,DEBT CONSOLIDATION,B,7000,10.99,3,10,NO DEFAULT
34,78000,RENT,DEBT CONSOLIDATION,A,16800,7.37,4,5,DEFAULT
27,25000,OWN,EDUCATION,B,5000,10.99,7,7,NO DEFAULT
29,91000,RENT,MEDICAL,B,16800,10.99,9,5,NO DEFAULT
30,83000,RENT,PERSONAL,C,16775,11.97,3,5,NO DEFAULT
28,24000,RENT,MEDICAL,D,16750,14.96,8,10,DEFAULT
33,33000,RENT,PERSONAL,B,16750,12.53,3,5,DEFAULT
34,39672,RENT,EDUCATION,C,16750,13.98,4,9,DEFAULT
35,39996,RENT,MEDICAL,D,16750,14.09,5,6,DEFAULT
31,25000,OWN,VENTURE,C,4500,10.99,1,8,NO DEFAULT
34,25000,MORTGAGE,DEBT CONSOLIDATION,B,1000,9.63,4,6,NO DEFAULT
28,82000,RENT,VENTURE,E,16750,20.11,8,10,DEFAULT
30,96600,RENT,VENTURE,B,16750,10.62,3,5,NO DEFAULT
29,25000,OWN,HOME IMPROVEMENT,B,2500,9.62,9,5,NO DEFAULT
27,25000,MORTGAGE,PERSONAL,D,4750,14.83,7,9,NO DEFAULT
27,25000,OWN,PERSONAL,A,4000,10.99,7,9,NO DEFAULT
35,57721,RENT,DEBT CONSOLIDATION,B,16500,10.99,5,6,NO DEFAULT
28,25000,MORTGAGE,HOME IMPROVEMENT,C,6000,14.72,8,10,NO DEFAULT
32,25000,OWN,VENTURE,D,5000,16.32,2,9,NO DEFAULT
27,68000,RENT,DEBT CONSOLIDATION,A,16500,7.88,7,7,NO DEFAULT
33,71000,RENT,EDUCATION,C,16500,14.72,3,6,NO DEFAULT
31,39000,RENT,HOME IMPROVEMENT,D,16450,16.02,1,10,DEFAULT
27,44544,RENT,MEDICAL,C,16425,14.27,7,5,DEFAULT
34,43920,RENT,DEBT CONSOLIDATION,C,16400,11.03,4,10,DEFAULT
30,42000,RENT,MEDICAL,B,16200,10.25,3,6,DEFAULT
28,50000,RENT,MEDICAL,C,16200,13.99,8,5,DEFAULT
30,54000,RENT,DEBT CONSOLIDATION,D,16200,15.57,3,10,DEFAULT
30,25000,MORTGAGE,PERSONAL,A,6400,7.51,3,8,NO DEFAULT
28,70000,RENT,HOME IMPROVEMENT,B,16100,11.83,8,9,NO DEFAULT
33,25000,MORTGAGE,EDUCATION,B,1600,11.36,3,7,NO DEFAULT
32,25000,OTHER,DEBT CONSOLIDATION,A,11200,7.88,2,5,DEFAULT
27,30000,RENT,MEDICAL,A,16000,7.9,7,8,NO DEFAULT
27,30000,RENT,MEDICAL,B,16000,10,7,5,DEFAULT
27,36000,RENT,EDUCATION,D,16000,15.7,7,9,DEFAULT
27,30000,RENT,DEBT CONSOLIDATION,B,16000,10.99,7,6,DEFAULT
27,40000,RENT,MEDICAL,B,16000,9.91,7,9,DEFAULT
29,40000,RENT,DEBT CONSOLIDATION,B,16000,11.71,9,6,DEFAULT
30,40000,RENT,DEBT CONSOLIDATION,B,16000,11.48,3,8,DEFAULT
31,25000,OWN,DEBT CONSOLIDATION,D,2400,14.42,1,8,NO DEFAULT
33,25000,MORTGAGE,DEBT CONSOLIDATION,C,3000,12.53,3,10,NO DEFAULT
34,37000,RENT,MEDICAL,D,16000,12.99,4,9,DEFAULT
29,44000,RENT,DEBT CONSOLIDATION,B,16000,10.99,9,9,DEFAULT
35,45000,RENT,VENTURE,B,16000,10,5,10,DEFAULT
30,25056,MORTGAGE,HOME IMPROVEMENT,B,2000,12.42,3,7,NO DEFAULT
27,39000,RENT,DEBT CONSOLIDATION,C,16000,12.73,7,8,DEFAULT
29,47000,RENT,MEDICAL,B,16000,11.71,9,8,DEFAULT
28,47831,RENT,DEBT CONSOLIDATION,C,16000,13.85,8,7,DEFAULT
27,48000,RENT,VENTURE,C,16000,14.22,7,5,DEFAULT
35,50000,RENT,MEDICAL,B,16000,9.91,5,5,DEFAULT
27,25200,MORTGAGE,VENTURE,A,4500,5.42,7,6,NO DEFAULT
35,44000,RENT,PERSONAL,C,16000,13.99,5,8,DEFAULT
30,50000,RENT,HOME IMPROVEMENT,D,16000,16.77,3,5,DEFAULT
27,50000,RENT,MEDICAL,C,16000,10.99,7,5,DEFAULT
32,25200,OWN,MEDICAL,A,4000,6.54,2,6,NO DEFAULT
28,44000,RENT,PERSONAL,C,16000,13.48,8,6,DEFAULT
34,44000,RENT,EDUCATION,D,16000,13.24,4,6,DEFAULT
30,51600,RENT,DEBT CONSOLIDATION,C,16000,13.49,3,8,DEFAULT
32,51648,RENT,VENTURE,D,16000,14.18,2,8,DEFAULT
27,48396,RENT,MEDICAL,D,16000,14.74,7,7,DEFAULT
27,55000,RENT,VENTURE,B,16000,11.12,7,9,NO DEFAULT
28,55000,RENT,PERSONAL,C,16000,13.98,8,9,NO DEFAULT
28,51000,RENT,EDUCATION,D,16000,16.32,8,9,DEFAULT
30,54000,RENT,EDUCATION,D,16000,17.99,3,10,DEFAULT
35,25380,MORTGAGE,DEBT CONSOLIDATION,D,5000,10.99,5,10,NO DEFAULT
27,62000,RENT,DEBT CONSOLIDATION,A,16000,7.88,7,10,NO DEFAULT
27,25440,MORTGAGE,EDUCATION,D,1200,10.99,7,10,NO DEFAULT
33,62800,RENT,PERSONAL,C,16000,13.11,3,5,NO DEFAULT
28,63564,RENT,MEDICAL,C,16000,13.47,8,5,NO DEFAULT
29,65000,RENT,PERSONAL,D,16000,17.27,9,6,NO DEFAULT
30,65000,RENT,MEDICAL,C,16000,13.06,3,8,NO DEFAULT
27,25740,OWN,DEBT CONSOLIDATION,D,5000,14.11,7,5,NO DEFAULT
30,25800,MORTGAGE,DEBT CONSOLIDATION,A,6000,5.99,3,6,NO DEFAULT
32,25800,MORTGAGE,VENTURE,D,2400,14.96,2,6,NO DEFAULT
28,60000,RENT,MEDICAL,D,16000,16.07,8,8,DEFAULT
28,66500,RENT,VENTURE,B,16000,12.18,8,6,NO DEFAULT
35,67600,RENT,PERSONAL,B,16000,11.58,5,5,NO DEFAULT
30,68000,RENT,EDUCATION,D,16000,14.09,3,5,NO DEFAULT
31,69000,RENT,HOME IMPROVEMENT,A,16000,5.99,1,6,NO DEFAULT
31,26000,MORTGAGE,HOME IMPROVEMENT,C,2400,14.27,1,9,NO DEFAULT
30,64000,RENT,DEBT CONSOLIDATION,D,16000,15.7,3,5,DEFAULT
29,70000,RENT,PERSONAL,D,16000,14.42,9,6,NO DEFAULT
30,75000,RENT,EDUCATION,A,16000,8.9,3,10,NO DEFAULT
28,21000,RENT,PERSONAL,A,1000,7.49,8,9,NO DEFAULT
27,22296,RENT,PERSONAL,D,1000,14.84,7,5,NO DEFAULT
30,22800,RENT,PERSONAL,B,1000,11.49,3,5,NO DEFAULT
30,24000,RENT,MEDICAL,C,1000,15.96,3,7,NO DEFAULT
33,24000,RENT,MEDICAL,D,1000,14.91,3,5,DEFAULT
29,24000,RENT,MEDICAL,B,1000,9.99,9,7,NO DEFAULT
28,26000,MORTGAGE,DEBT CONSOLIDATION,B,12000,11.36,8,7,DEFAULT
32,26000,OWN,VENTURE,C,13750,13.11,2,10,NO DEFAULT
30,26000,OWN,PERSONAL,B,1200,10.99,3,6,NO DEFAULT
29,25200,RENT,MEDICAL,B,1000,10.25,9,5,NO DEFAULT
27,26000,MORTGAGE,MEDICAL,A,5000,8.94,7,9,NO DEFAULT
33,26400,RENT,MEDICAL,B,1000,10.99,3,7,NO DEFAULT
35,26000,OWN,PERSONAL,A,6000,9.63,5,6,NO DEFAULT
35,29311,RENT,EDUCATION,A,1000,7.49,5,9,NO DEFAULT
27,30000,RENT,EDUCATION,A,1000,5.79,7,10,NO DEFAULT
33,26000,MORTGAGE,DEBT CONSOLIDATION,B,15000,9.76,3,6,DEFAULT
31,30000,RENT,MEDICAL,B,1000,9.25,1,6,NO DEFAULT
30,33000,RENT,MEDICAL,C,1000,14.79,3,10,NO DEFAULT
29,26004,MORTGAGE,DEBT CONSOLIDATION,D,4000,14.74,9,9,DEFAULT
31,26010,MORTGAGE,HOME IMPROVEMENT,B,6500,9.99,1,9,NO DEFAULT
30,35000,RENT,PERSONAL,B,1000,10.36,3,6,NO DEFAULT
30,30000,RENT,MEDICAL,B,1000,10.99,3,10,DEFAULT
29,38000,RENT,EDUCATION,A,1000,7.88,9,9,NO DEFAULT
28,40000,RENT,PERSONAL,B,1000,9.88,8,9,NO DEFAULT
35,42000,RENT,MEDICAL,B,1000,11.12,5,5,NO DEFAULT
29,26400,MORTGAGE,MEDICAL,A,4800,7.66,9,9,NO DEFAULT
31,43200,RENT,MEDICAL,B,1000,10.74,1,9,NO DEFAULT
27,26400,MORTGAGE,MEDICAL,A,6000,6.91,7,9,DEFAULT
28,26400,MORTGAGE,MEDICAL,A,3000,6.17,8,6,NO DEFAULT
33,48000,RENT,MEDICAL,B,1000,9.99,3,10,NO DEFAULT
28,44000,RENT,VENTURE,C,1000,14.17,8,9,DEFAULT
27,51298,RENT,DEBT CONSOLIDATION,B,1000,10.37,7,7,NO DEFAULT
30,26400,MORTGAGE,MEDICAL,A,5000,7.14,3,6,NO DEFAULT
31,54000,RENT,MEDICAL,C,1000,10.99,1,7,NO DEFAULT
34,26400,MORTGAGE,MEDICAL,B,3600,9.88,4,9,NO DEFAULT
29,64548,RENT,PERSONAL,C,1000,14.27,9,5,NO DEFAULT
33,65000,RENT,VENTURE,A,1000,10.99,3,9,NO DEFAULT
28,73000,RENT,HOME IMPROVEMENT,C,1000,10.99,8,7,NO DEFAULT
29,74000,RENT,DEBT CONSOLIDATION,B,1000,9.91,9,5,NO DEFAULT
27,75000,RENT,VENTURE,C,1000,13.49,7,9,NO DEFAULT
34,26496,OWN,MEDICAL,B,4400,10.59,4,8,NO DEFAULT
30,69000,RENT,HOME IMPROVEMENT,A,1000,8.59,3,5,NO DEFAULT
35,76000,RENT,VENTURE,C,1000,13.49,5,8,NO DEFAULT
30,100000,RENT,MEDICAL,B,1000,11.71,3,7,NO DEFAULT
33,26688,MORTGAGE,EDUCATION,B,5000,10.59,3,10,NO DEFAULT
27,10000,RENT,VENTURE,D,1200,14.11,7,6,DEFAULT
30,14800,RENT,DEBT CONSOLIDATION,A,1200,8,3,9,DEFAULT
28,15600,RENT,EDUCATION,B,1200,12.53,8,8,NO DEFAULT
35,19200,RENT,PERSONAL,A,1200,7.29,5,10,DEFAULT
29,20000,RENT,DEBT CONSOLIDATION,B,1200,11.71,9,7,DEFAULT
29,20000,RENT,DEBT CONSOLIDATION,C,1200,11.54,9,5,NO DEFAULT
32,22884,RENT,MEDICAL,C,1200,13.22,2,7,NO DEFAULT
28,27000,OWN,EDUCATION,A,5600,5.42,8,8,NO DEFAULT
27,24000,RENT,MEDICAL,E,1200,18.99,7,7,NO DEFAULT
27,27000,MORTGAGE,VENTURE,A,4300,5.99,7,6,NO DEFAULT
27,27000,OWN,EDUCATION,E,11500,20.11,7,9,DEFAULT
33,30000,RENT,MEDICAL,A,1200,6.76,3,10,NO DEFAULT
30,27000,OWN,HOME IMPROVEMENT,A,4200,7.88,3,9,NO DEFAULT
34,39996,RENT,DEBT CONSOLIDATION,A,1200,7.88,4,8,DEFAULT
31,42000,RENT,EDUCATION,D,1200,16.29,1,5,NO DEFAULT
28,27000,OWN,PERSONAL,B,2400,10.99,8,5,NO DEFAULT
35,43000,RENT,MEDICAL,C,1200,13.8,5,7,NO DEFAULT
27,44000,RENT,MEDICAL,C,1200,15.23,7,5,NO DEFAULT
27,27000,MORTGAGE,MEDICAL,B,3000,11.14,7,9,NO DEFAULT
28,53000,RENT,MEDICAL,C,1200,10.99,8,8,NO DEFAULT
28,48096,RENT,DEBT CONSOLIDATION,D,1200,17.56,8,5,DEFAULT
29,55000,RENT,PERSONAL,B,1200,9.99,9,6,NO DEFAULT
33,53326,RENT,MEDICAL,D,1200,16.29,3,7,DEFAULT
31,75000,RENT,PERSONAL,A,1200,6.54,1,5,NO DEFAULT
31,14400,RENT,EDUCATION,C,1250,10.99,1,8,DEFAULT
31,26000,RENT,VENTURE,B,1250,11.49,1,10,NO DEFAULT
32,195000,RENT,DEBT CONSOLIDATION,C,1250,13.23,2,7,NO DEFAULT
31,27036,MORTGAGE,EDUCATION,B,6500,11.11,1,7,NO DEFAULT
33,34400,RENT,PERSONAL,B,1300,9.91,3,6,NO DEFAULT
27,47000,RENT,MEDICAL,B,1300,10.46,7,8,NO DEFAULT
27,51000,RENT,VENTURE,A,1300,7.68,7,7,NO DEFAULT
34,65000,RENT,HOME IMPROVEMENT,A,1300,6.54,4,7,NO DEFAULT
35,27204,MORTGAGE,PERSONAL,A,1800,7.74,5,7,NO DEFAULT
29,14400,RENT,VENTURE,B,1400,11.49,9,6,NO DEFAULT
27,18576,RENT,MEDICAL,B,1400,9.99,7,6,NO DEFAULT
31,22000,RENT,VENTURE,E,1400,22.06,1,7,NO DEFAULT
35,24960,RENT,EDUCATION,A,1400,8.49,5,10,NO DEFAULT
32,27385,MORTGAGE,HOME IMPROVEMENT,C,2000,12.99,2,9,DEFAULT
31,25200,RENT,PERSONAL,A,1400,6.99,1,6,NO DEFAULT
29,28800,RENT,VENTURE,A,1400,7.9,9,5,NO DEFAULT
28,27500,MORTGAGE,VENTURE,A,15000,6.54,8,10,NO DEFAULT
31,54000,RENT,DEBT CONSOLIDATION,A,1400,10.99,1,8,DEFAULT
31,27600,OWN,EDUCATION,B,3000,11.49,1,9,NO DEFAULT
27,58000,RENT,MEDICAL,C,1400,15.27,7,7,NO DEFAULT
31,78411,RENT,DEBT CONSOLIDATION,A,1400,10.99,1,6,DEFAULT
30,27600,MORTGAGE,EDUCATION,D,2250,15.62,3,9,DEFAULT
29,17000,RENT,EDUCATION,C,1450,10.99,9,6,NO DEFAULT
27,24000,RENT,MEDICAL,A,1450,10.99,7,9,NO DEFAULT
27,27600,MORTGAGE,EDUCATION,A,3500,6.99,7,9,NO DEFAULT
31,36000,RENT,VENTURE,B,1450,10.99,1,7,NO DEFAULT
27,27000,RENT,EDUCATION,B,1500,10.36,7,5,NO DEFAULT
35,27600,MORTGAGE,EDUCATION,B,3000,11.86,5,5,NO DEFAULT
30,27996,RENT,MEDICAL,C,1500,10.99,3,8,NO DEFAULT
31,28452,RENT,PERSONAL,B,1500,11.11,1,5,NO DEFAULT
28,29120,RENT,VENTURE,D,1500,15.7,8,6,DEFAULT
35,30000,RENT,MEDICAL,A,1500,7.29,5,8,DEFAULT
28,30000,RENT,HOME IMPROVEMENT,B,1500,9.63,8,10,DEFAULT
27,30000,RENT,EDUCATION,C,1500,10.99,7,6,NO DEFAULT
27,27840,MORTGAGE,MEDICAL,A,2400,5.42,7,7,NO DEFAULT
29,30000,RENT,DEBT CONSOLIDATION,B,1500,11.49,9,8,DEFAULT
29,27852,OWN,EDUCATION,A,11000,8.49,9,8,NO DEFAULT
34,27852,OWN,PERSONAL,C,4200,12.84,4,8,NO DEFAULT
35,32004,RENT,MEDICAL,A,1500,8.49,5,7,NO DEFAULT
29,27996,OWN,HOME IMPROVEMENT,A,1800,5.42,9,6,NO DEFAULT
35,33996,RENT,DEBT CONSOLIDATION,B,1500,10.99,5,7,NO DEFAULT
29,29780,RENT,PERSONAL,D,1500,12.86,9,10,DEFAULT
35,28000,OWN,VENTURE,A,7600,6.62,5,10,NO DEFAULT
35,38000,RENT,MEDICAL,A,1500,7.4,5,6,NO DEFAULT
34,28000,OWN,VENTURE,B,3000,9.99,4,10,NO DEFAULT
29,38004,RENT,MEDICAL,C,1500,14.35,9,10,NO DEFAULT
32,28000,MORTGAGE,HOME IMPROVEMENT,B,7500,10.99,2,6,NO DEFAULT
28,39600,RENT,EDUCATION,B,1500,12.69,8,5,NO DEFAULT
30,28000,OWN,PERSONAL,B,6300,11.99,3,9,NO DEFAULT
30,34000,RENT,DEBT CONSOLIDATION,D,1500,14.61,3,5,DEFAULT
